"species","clim_model","sdm","area","perc_current","area_ratio"
"Salix scouleriana","ensemble_ssp370_2041","gam",547793,18.68,0.4
"Salix scouleriana","ensemble_ssp370_2041","lasso",1132731,40.11,0.63
"Salix scouleriana","ensemble_ssp370_2041","maxent-tune",516676,21.55,0.33
"Salix scouleriana","ensemble_ssp370_2041","rf",1668928,58.37,1.43
"Salix scouleriana","ensemble_ssp370_2071","brt",1187479,37.97,1.4
"Salix scouleriana","ensemble_ssp370_2071","gam",683135,15.81,0.5
"Salix scouleriana","ensemble_ssp370_2071","lasso",1237845,34.23,0.68
"Salix scouleriana","ensemble_ssp370_2071","maxent-tune",471166,15.41,0.3
"Salix scouleriana","ensemble_ssp370_2071","rf",3299209,63.38,2.83
"Angelica arguta","current","brt",166850,NA,NA
"Angelica arguta","current","gam",105553,NA,NA
"Angelica arguta","current","lasso",214935,NA,NA
"Angelica arguta","current","maxent-tune",181091,NA,NA
"Angelica arguta","current","rf",316090,NA,NA
"Angelica arguta","ensemble_ssp245_2041","brt",243720,37.61,1.46
"Angelica arguta","ensemble_ssp245_2041","gam",19359,3.12,0.18
"Angelica arguta","ensemble_ssp245_2041","lasso",20210,3.49,0.09
"Angelica arguta","ensemble_ssp245_2041","maxent-tune",102336,0.36,0.57
"Angelica arguta","ensemble_ssp245_2041","rf",1553700,75.21,4.92
"Angelica arguta","ensemble_ssp245_2071","brt",664175,31.9,3.98
"Angelica arguta","ensemble_ssp245_2071","gam",17618,1.72,0.17
"Angelica arguta","ensemble_ssp245_2071","lasso",25077,0.61,0.12
"Angelica arguta","ensemble_ssp245_2071","maxent-tune",125552,0.04,0.69
"Angelica arguta","ensemble_ssp245_2071","rf",3608091,75.6,11.41
"Angelica arguta","ensemble_ssp370_2041","brt",229507,35.53,1.38
"Angelica arguta","ensemble_ssp370_2041","gam",12214,2.57,0.12
"Angelica arguta","ensemble_ssp370_2041","lasso",14240,2.29,0.07
"Angelica arguta","ensemble_ssp370_2041","maxent-tune",82603,0.18,0.46
"Angelica arguta","ensemble_ssp370_2041","rf",1576413,76.92,4.99
"Angelica arguta","ensemble_ssp370_2071","brt",460476,30.24,2.76
"Angelica arguta","ensemble_ssp370_2071","gam",10797,0.8,0.1
"Angelica arguta","ensemble_ssp370_2071","lasso",23357,1.43,0.11
"Angelica arguta","ensemble_ssp370_2071","maxent-tune",65150,0.02,0.36
"Angelica arguta","ensemble_ssp370_2071","rf",3640836,78.92,11.52
"Angelica hendersonii","current","brt",9424,NA,NA
"Angelica hendersonii","current","gam",10449,NA,NA
"Angelica hendersonii","current","lasso",10149,NA,NA
"Angelica hendersonii","current","maxent-tune",7497,NA,NA
"Angelica hendersonii","current","rf",8400,NA,NA
"Angelica hendersonii","ensemble_ssp245_2041","brt",14232,49.54,1.51
"Angelica hendersonii","ensemble_ssp245_2041","gam",2471,19.14,0.24
"Angelica hendersonii","ensemble_ssp245_2041","lasso",86073,55.34,8.48
"Angelica hendersonii","ensemble_ssp245_2041","maxent-tune",5018,20.14,0.67
"Angelica hendersonii","ensemble_ssp245_2041","rf",71730,67.57,8.54
"Angelica hendersonii","ensemble_ssp245_2071","brt",24566,37.37,2.61
"Angelica hendersonii","ensemble_ssp245_2071","gam",2307,19.52,0.22
"Angelica hendersonii","ensemble_ssp245_2071","lasso",882364,43.86,86.94
"Angelica hendersonii","ensemble_ssp245_2071","maxent-tune",3821,15.93,0.51
"Angelica hendersonii","ensemble_ssp245_2071","rf",558567,68.76,66.5
"Angelica hendersonii","ensemble_ssp370_2041","brt",11053,39.62,1.17
"Angelica hendersonii","ensemble_ssp370_2041","gam",2314,19.15,0.22
"Angelica hendersonii","ensemble_ssp370_2041","lasso",92458,46.75,9.11
"Angelica hendersonii","ensemble_ssp370_2041","maxent-tune",3701,17.17,0.49
"Angelica hendersonii","ensemble_ssp370_2041","rf",62971,69.1,7.5
"Angelica hendersonii","ensemble_ssp370_2071","brt",21752,37.52,2.31
"Angelica hendersonii","ensemble_ssp370_2071","gam",1999,18.09,0.19
"Angelica hendersonii","ensemble_ssp370_2071","lasso",984325,40.97,96.99
"Angelica hendersonii","ensemble_ssp370_2071","maxent-tune",2064,18.41,0.28
"Angelica hendersonii","ensemble_ssp370_2071","rf",442695,60.3,52.7
"Angelica lineariloba","current","brt",16293,NA,NA
"Angelica lineariloba","current","gam",22250,NA,NA
"Angelica lineariloba","current","lasso",16798,NA,NA
"Angelica lineariloba","current","maxent-tune",25885,NA,NA
"Angelica lineariloba","current","rf",17996,NA,NA
"Angelica lineariloba","ensemble_ssp245_2041","brt",173357,91.41,10.64
"Angelica lineariloba","ensemble_ssp245_2041","gam",67356,40.6,3.03
"Angelica lineariloba","ensemble_ssp245_2041","lasso",55943,81.91,3.33
"Angelica lineariloba","ensemble_ssp245_2041","maxent-tune",27935,8.68,1.08
"Angelica lineariloba","ensemble_ssp245_2041","rf",507189,88.21,28.18
"Angelica lineariloba","ensemble_ssp245_2071","brt",1003459,88.74,61.59
"Angelica lineariloba","ensemble_ssp245_2071","gam",195843,35.14,8.8
"Angelica lineariloba","ensemble_ssp245_2071","lasso",501915,75.77,29.88
"Angelica lineariloba","ensemble_ssp245_2071","maxent-tune",128889,7.53,4.98
"Angelica lineariloba","ensemble_ssp245_2071","rf",1861051,85.07,103.41
"Angelica lineariloba","ensemble_ssp370_2041","brt",169937,88.95,10.43
"Angelica lineariloba","ensemble_ssp370_2041","gam",51805,39.07,2.33
"Angelica lineariloba","ensemble_ssp370_2041","lasso",63129,82.4,3.76
"Angelica lineariloba","ensemble_ssp370_2041","maxent-tune",26196,10.45,1.01
"Angelica lineariloba","ensemble_ssp370_2041","rf",511747,87.92,28.44
"Angelica lineariloba","ensemble_ssp370_2071","brt",931899,91.85,57.2
"Angelica lineariloba","ensemble_ssp370_2071","gam",124766,30.65,5.61
"Angelica lineariloba","ensemble_ssp370_2071","lasso",474958,75.87,28.27
"Angelica lineariloba","ensemble_ssp370_2071","maxent-tune",88212,5.11,3.41
"Angelica lineariloba","ensemble_ssp370_2071","rf",1883583,78.54,104.67
"Angelica tomentosa","current","brt",41884,NA,NA
"Angelica tomentosa","current","gam",46023,NA,NA
"Angelica tomentosa","current","lasso",79122,NA,NA
"Angelica tomentosa","current","maxent-tune",48529,NA,NA
"Angelica tomentosa","current","rf",20790,NA,NA
"Angelica tomentosa","ensemble_ssp245_2041","brt",481888,28.51,11.51
"Angelica tomentosa","ensemble_ssp245_2041","gam",418450,27.12,9.09
"Angelica tomentosa","ensemble_ssp245_2041","lasso",736925,36.5,9.31
"Angelica tomentosa","ensemble_ssp245_2041","maxent-tune",448072,16.82,9.23
"Angelica tomentosa","ensemble_ssp245_2041","rf",260856,37.63,12.55
"Angelica tomentosa","ensemble_ssp245_2071","brt",1821126,28.1,43.48
"Angelica tomentosa","ensemble_ssp245_2071","gam",1348574,27.17,29.3
"Angelica tomentosa","ensemble_ssp245_2071","lasso",2275778,38.53,28.76
"Angelica tomentosa","ensemble_ssp245_2071","maxent-tune",1819351,19.43,37.49
"Angelica tomentosa","ensemble_ssp245_2071","rf",777920,30.61,37.42
"Angelica tomentosa","ensemble_ssp370_2041","brt",490415,28.5,11.71
"Angelica tomentosa","ensemble_ssp370_2041","gam",430339,29.4,9.35
"Angelica tomentosa","ensemble_ssp370_2041","lasso",740948,38.54,9.36
"Angelica tomentosa","ensemble_ssp370_2041","maxent-tune",467317,18.99,9.63
"Angelica tomentosa","ensemble_ssp370_2041","rf",260516,34.65,12.53
"Angelica tomentosa","ensemble_ssp370_2071","brt",1756763,28.49,41.94
"Angelica tomentosa","ensemble_ssp370_2071","gam",1270265,27.12,27.6
"Angelica tomentosa","ensemble_ssp370_2071","lasso",2256061,37.34,28.51
"Angelica tomentosa","ensemble_ssp370_2071","maxent-tune",1769878,21.97,36.47
"Angelica tomentosa","ensemble_ssp370_2071","rf",670621,30.45,32.26
"Conioselinum scopulorum","current","brt",80561,NA,NA
"Conioselinum scopulorum","current","gam",542193,NA,NA
"Conioselinum scopulorum","current","lasso",271187,NA,NA
"Conioselinum scopulorum","current","maxent-tune",769753,NA,NA
"Conioselinum scopulorum","current","rf",700386,NA,NA
"Conioselinum scopulorum","ensemble_ssp245_2041","brt",38969,36.38,0.48
"Conioselinum scopulorum","ensemble_ssp245_2041","gam",469499,36.8,0.87
"Conioselinum scopulorum","ensemble_ssp245_2041","lasso",147319,25.78,0.54
"Conioselinum scopulorum","ensemble_ssp245_2041","maxent-tune",563311,40.12,0.73
"Conioselinum scopulorum","ensemble_ssp245_2041","rf",4641043,75.72,6.63
"Conioselinum scopulorum","ensemble_ssp245_2071","brt",27800,27.23,0.35
"Conioselinum scopulorum","ensemble_ssp245_2071","gam",517149,32.74,0.95
"Conioselinum scopulorum","ensemble_ssp245_2071","lasso",123775,17.41,0.46
"Conioselinum scopulorum","ensemble_ssp245_2071","maxent-tune",732372,33.01,0.95
"Conioselinum scopulorum","ensemble_ssp245_2071","rf",7188410,74.32,10.26
"Conioselinum scopulorum","ensemble_ssp370_2041","brt",33222,33.91,0.41
"Conioselinum scopulorum","ensemble_ssp370_2041","gam",359985,31.51,0.66
"Conioselinum scopulorum","ensemble_ssp370_2041","lasso",104435,21.29,0.39
"Conioselinum scopulorum","ensemble_ssp370_2041","maxent-tune",476299,33.76,0.62
"Conioselinum scopulorum","ensemble_ssp370_2041","rf",4614343,75.34,6.59
"Conioselinum scopulorum","ensemble_ssp370_2071","brt",18323,17.18,0.23
"Conioselinum scopulorum","ensemble_ssp370_2071","gam",316581,23.53,0.58
"Conioselinum scopulorum","ensemble_ssp370_2071","lasso",36438,11.7,0.13
"Conioselinum scopulorum","ensemble_ssp370_2071","maxent-tune",488421,21.17,0.63
"Conioselinum scopulorum","ensemble_ssp370_2071","rf",6947602,70.72,9.92
"Ligusticum grayi","current","brt",60439,NA,NA
"Ligusticum grayi","current","gam",137558,NA,NA
"Ligusticum grayi","current","lasso",290129,NA,NA
"Ligusticum grayi","current","maxent-tune",211621,NA,NA
"Ligusticum grayi","current","rf",89354,NA,NA
"Ligusticum grayi","ensemble_ssp245_2041","brt",97696,15.52,1.62
"Ligusticum grayi","ensemble_ssp245_2041","gam",57341,33.91,0.42
"Ligusticum grayi","ensemble_ssp245_2041","lasso",28750,9.91,0.1
"Ligusticum grayi","ensemble_ssp245_2041","maxent-tune",38070,14.13,0.18
"Ligusticum grayi","ensemble_ssp245_2041","rf",54196,19.21,0.61
"Ligusticum grayi","ensemble_ssp245_2071","brt",73310,8.33,1.21
"Ligusticum grayi","ensemble_ssp245_2071","gam",26954,17.5,0.2
"Ligusticum grayi","ensemble_ssp245_2071","lasso",18326,6.32,0.06
"Ligusticum grayi","ensemble_ssp245_2071","maxent-tune",20154,7.48,0.1
"Ligusticum grayi","ensemble_ssp245_2071","rf",56914,17.15,0.64
"Ligusticum grayi","ensemble_ssp370_2041","brt",83417,12.72,1.38
"Ligusticum grayi","ensemble_ssp370_2041","gam",36384,22.56,0.26
"Ligusticum grayi","ensemble_ssp370_2041","lasso",22275,7.68,0.08
"Ligusticum grayi","ensemble_ssp370_2041","maxent-tune",22460,9.82,0.11
"Ligusticum grayi","ensemble_ssp370_2041","rf",51884,17.89,0.58
"Ligusticum grayi","ensemble_ssp370_2071","brt",62601,8.21,1.04
"Ligusticum grayi","ensemble_ssp370_2071","gam",17174,11.22,0.12
"Ligusticum grayi","ensemble_ssp370_2071","lasso",14713,5.07,0.05
"Ligusticum grayi","ensemble_ssp370_2071","maxent-tune",17192,5.5,0.08
"Ligusticum grayi","ensemble_ssp370_2071","rf",67220,19.56,0.75
"Ligusticum porteri","current","brt",83580,NA,NA
"Ligusticum porteri","current","gam",103255,NA,NA
"Ligusticum porteri","current","lasso",113917,NA,NA
"Ligusticum porteri","current","maxent-tune",106589,NA,NA
"Ligusticum porteri","current","rf",154981,NA,NA
"Ligusticum porteri","ensemble_ssp245_2041","brt",125395,56.44,1.5
"Ligusticum porteri","ensemble_ssp245_2041","gam",72426,9.71,0.7
"Ligusticum porteri","ensemble_ssp245_2041","lasso",60190,34.66,0.53
"Ligusticum porteri","ensemble_ssp245_2041","maxent-tune",11310,0.59,0.11
"Ligusticum porteri","ensemble_ssp245_2041","rf",1808540,85.61,11.67
"Ligusticum porteri","ensemble_ssp245_2071","brt",129195,34.57,1.55
"Ligusticum porteri","ensemble_ssp245_2071","gam",111689,4.46,1.08
"Ligusticum porteri","ensemble_ssp245_2071","lasso",24427,16.77,0.21
"Ligusticum porteri","ensemble_ssp245_2071","maxent-tune",9587,0,0.09
"Ligusticum porteri","ensemble_ssp245_2071","rf",4470140,83.81,28.84
"Ligusticum porteri","ensemble_ssp370_2041","brt",96302,42.11,1.15
"Ligusticum porteri","ensemble_ssp370_2041","gam",60211,5.98,0.58
"Ligusticum porteri","ensemble_ssp370_2041","lasso",39302,25.55,0.35
"Ligusticum porteri","ensemble_ssp370_2041","maxent-tune",7936,0.03,0.07
"Ligusticum porteri","ensemble_ssp370_2041","rf",1768584,84.55,11.41
"Ligusticum porteri","ensemble_ssp370_2071","brt",90674,39.86,1.08
"Ligusticum porteri","ensemble_ssp370_2071","gam",69885,6.53,0.68
"Ligusticum porteri","ensemble_ssp370_2071","lasso",18469,13.3,0.16
"Ligusticum porteri","ensemble_ssp370_2071","maxent-tune",7875,0.24,0.07
"Ligusticum porteri","ensemble_ssp370_2071","rf",4324270,83.78,27.9
"Lomatium californicum","current","brt",28395,NA,NA
"Lomatium californicum","current","gam",47381,NA,NA
"Lomatium californicum","current","lasso",40772,NA,NA
"Lomatium californicum","current","maxent-tune",52088,NA,NA
"Lomatium californicum","current","rf",29493,NA,NA
"Lomatium californicum","ensemble_ssp245_2041","brt",5617,0,0.2
"Lomatium californicum","ensemble_ssp245_2041","gam",78652,54.8,1.66
"Lomatium californicum","ensemble_ssp245_2041","lasso",432630,8.3,10.61
"Lomatium californicum","ensemble_ssp245_2041","maxent-tune",362359,2.65,6.96
"Lomatium californicum","ensemble_ssp245_2041","rf",215648,3.52,7.31
"Lomatium californicum","ensemble_ssp245_2071","brt",18601,0.06,0.66
"Lomatium californicum","ensemble_ssp245_2071","gam",48284,27.05,1.02
"Lomatium californicum","ensemble_ssp245_2071","lasso",893622,5.11,21.92
"Lomatium californicum","ensemble_ssp245_2071","maxent-tune",831027,2.88,15.95
"Lomatium californicum","ensemble_ssp245_2071","rf",1063092,0.69,36.05
"Lomatium californicum","ensemble_ssp370_2041","brt",3407,0.06,0.12
"Lomatium californicum","ensemble_ssp370_2041","gam",55392,39,1.17
"Lomatium californicum","ensemble_ssp370_2041","lasso",402346,5.6,9.87
"Lomatium californicum","ensemble_ssp370_2041","maxent-tune",361561,3.53,6.94
"Lomatium californicum","ensemble_ssp370_2041","rf",211432,2.23,7.17
"Lomatium californicum","ensemble_ssp370_2071","brt",8276,0,0.29
"Lomatium californicum","ensemble_ssp370_2071","gam",21007,5.47,0.44
"Lomatium californicum","ensemble_ssp370_2071","lasso",792583,4.27,19.44
"Lomatium californicum","ensemble_ssp370_2071","maxent-tune",858627,10.79,16.48
"Lomatium californicum","ensemble_ssp370_2071","rf",919427,0.87,31.17
"Lomatium dasycarpum","current","brt",96121,NA,NA
"Lomatium dasycarpum","current","gam",55413,NA,NA
"Lomatium dasycarpum","current","lasso",54363,NA,NA
"Lomatium dasycarpum","current","maxent-tune",53389,NA,NA
"Lomatium dasycarpum","current","rf",65685,NA,NA
"Lomatium dasycarpum","ensemble_ssp245_2041","brt",12884,0.18,0.13
"Lomatium dasycarpum","ensemble_ssp245_2041","gam",129946,2.75,2.35
"Lomatium dasycarpum","ensemble_ssp245_2041","lasso",0,0,0
"Lomatium dasycarpum","ensemble_ssp245_2041","maxent-tune",208,0,0
"Lomatium dasycarpum","ensemble_ssp245_2041","rf",355654,46.3,5.41
"Lomatium dasycarpum","ensemble_ssp245_2071","brt",78273,0.2,0.81
"Lomatium dasycarpum","ensemble_ssp245_2071","gam",240531,2.62,4.34
"Lomatium dasycarpum","ensemble_ssp245_2071","lasso",2275,0,0.04
"Lomatium dasycarpum","ensemble_ssp245_2071","maxent-tune",171436,0,3.21
"Lomatium dasycarpum","ensemble_ssp245_2071","rf",1379045,47.8,20.99
"Lomatium dasycarpum","ensemble_ssp370_2041","brt",8598,0.18,0.09
"Lomatium dasycarpum","ensemble_ssp370_2041","gam",124009,1.91,2.24
"Lomatium dasycarpum","ensemble_ssp370_2041","lasso",0,0,0
"Lomatium dasycarpum","ensemble_ssp370_2041","maxent-tune",0,0,0
"Lomatium dasycarpum","ensemble_ssp370_2041","rf",360794,46.18,5.49
"Lomatium dasycarpum","ensemble_ssp370_2071","brt",46267,0.02,0.48
"Lomatium dasycarpum","ensemble_ssp370_2071","gam",232522,1.65,4.2
"Lomatium dasycarpum","ensemble_ssp370_2071","lasso",170,0,0
"Lomatium dasycarpum","ensemble_ssp370_2071","maxent-tune",157703,0,2.95
"Lomatium dasycarpum","ensemble_ssp370_2071","rf",1533101,54.64,23.34
"Lomatium utriculatum","current","brt",176125,NA,NA
"Lomatium utriculatum","current","gam",167358,NA,NA
"Lomatium utriculatum","current","lasso",184635,NA,NA
"Lomatium utriculatum","current","maxent-tune",174755,NA,NA
"Lomatium utriculatum","current","rf",151124,NA,NA
"Lomatium utriculatum","ensemble_ssp245_2041","brt",232083,73.58,1.32
"Lomatium utriculatum","ensemble_ssp245_2041","gam",265464,9.64,1.59
"Lomatium utriculatum","ensemble_ssp245_2041","lasso",347768,12.96,1.88
"Lomatium utriculatum","ensemble_ssp245_2041","maxent-tune",54009,20.9,0.31
"Lomatium utriculatum","ensemble_ssp245_2041","rf",381788,85.73,2.53
"Lomatium utriculatum","ensemble_ssp245_2071","brt",388528,76.99,2.21
"Lomatium utriculatum","ensemble_ssp245_2071","gam",408384,10.62,2.44
"Lomatium utriculatum","ensemble_ssp245_2071","lasso",1725862,15.01,9.35
"Lomatium utriculatum","ensemble_ssp245_2071","maxent-tune",52625,19.28,0.3
"Lomatium utriculatum","ensemble_ssp245_2071","rf",1268961,87.82,8.4
"Lomatium utriculatum","ensemble_ssp370_2041","brt",234598,73.85,1.33
"Lomatium utriculatum","ensemble_ssp370_2041","gam",296161,10.26,1.77
"Lomatium utriculatum","ensemble_ssp370_2041","lasso",353367,16.65,1.91
"Lomatium utriculatum","ensemble_ssp370_2041","maxent-tune",59774,23.14,0.34
"Lomatium utriculatum","ensemble_ssp370_2041","rf",376291,87.22,2.49
"Lomatium utriculatum","ensemble_ssp370_2071","brt",515050,77.57,2.92
"Lomatium utriculatum","ensemble_ssp370_2071","gam",470431,18.02,2.81
"Lomatium utriculatum","ensemble_ssp370_2071","lasso",1765663,20.72,9.56
"Lomatium utriculatum","ensemble_ssp370_2071","maxent-tune",57199,19.25,0.33
"Lomatium utriculatum","ensemble_ssp370_2071","rf",1267485,91.55,8.39
"Oenanthe sarmentosa","current","brt",192917,NA,NA
"Oenanthe sarmentosa","current","gam",161785,NA,NA
"Oenanthe sarmentosa","current","lasso",218210,NA,NA
"Oenanthe sarmentosa","current","maxent-tune",220468,NA,NA
"Oenanthe sarmentosa","current","rf",146158,NA,NA
"Oenanthe sarmentosa","ensemble_ssp245_2041","brt",263200,81.67,1.36
"Oenanthe sarmentosa","ensemble_ssp245_2041","gam",268241,77.93,1.66
"Oenanthe sarmentosa","ensemble_ssp245_2041","lasso",294756,81.15,1.35
"Oenanthe sarmentosa","ensemble_ssp245_2041","maxent-tune",255031,76.35,1.16
"Oenanthe sarmentosa","ensemble_ssp245_2041","rf",261230,74.84,1.79
"Oenanthe sarmentosa","ensemble_ssp245_2071","brt",298881,80.45,1.55
"Oenanthe sarmentosa","ensemble_ssp245_2071","gam",279336,73.65,1.73
"Oenanthe sarmentosa","ensemble_ssp245_2071","lasso",325450,79.43,1.49
"Oenanthe sarmentosa","ensemble_ssp245_2071","maxent-tune",272352,74.13,1.24
"Oenanthe sarmentosa","ensemble_ssp245_2071","rf",289285,74.55,1.98
"Oenanthe sarmentosa","ensemble_ssp370_2041","brt",257943,80.38,1.34
"Oenanthe sarmentosa","ensemble_ssp370_2041","gam",260407,77.04,1.61
"Oenanthe sarmentosa","ensemble_ssp370_2041","lasso",289128,80.31,1.32
"Oenanthe sarmentosa","ensemble_ssp370_2041","maxent-tune",252713,75.95,1.15
"Oenanthe sarmentosa","ensemble_ssp370_2041","rf",260353,75.77,1.78
"Oenanthe sarmentosa","ensemble_ssp370_2071","brt",318721,76.33,1.65
"Oenanthe sarmentosa","ensemble_ssp370_2071","gam",293375,69.64,1.81
"Oenanthe sarmentosa","ensemble_ssp370_2071","lasso",335767,76.06,1.54
"Oenanthe sarmentosa","ensemble_ssp370_2071","maxent-tune",292996,68.79,1.33
"Oenanthe sarmentosa","ensemble_ssp370_2071","rf",330027,72.03,2.26
"Perideridia bolanderi","current","brt",628759,NA,NA
"Perideridia bolanderi","current","gam",410984,NA,NA
"Perideridia bolanderi","current","lasso",624367,NA,NA
"Perideridia bolanderi","current","maxent-tune",393918,NA,NA
"Perideridia bolanderi","current","rf",357115,NA,NA
"Perideridia bolanderi","ensemble_ssp245_2041","brt",545485,51.83,0.87
"Perideridia bolanderi","ensemble_ssp245_2041","gam",23118,5.31,0.06
"Perideridia bolanderi","ensemble_ssp245_2041","lasso",72607,10.33,0.12
"Perideridia bolanderi","ensemble_ssp245_2041","maxent-tune",20727,5.13,0.05
"Perideridia bolanderi","ensemble_ssp245_2041","rf",989971,68.24,2.77
"Perideridia bolanderi","ensemble_ssp245_2071","brt",633760,41.21,1.01
"Perideridia bolanderi","ensemble_ssp245_2071","gam",11705,2.71,0.03
"Perideridia bolanderi","ensemble_ssp245_2071","lasso",36526,5.02,0.06
"Perideridia bolanderi","ensemble_ssp245_2071","maxent-tune",8017,1.97,0.02
"Perideridia bolanderi","ensemble_ssp245_2071","rf",1673311,66.47,4.69
"Perideridia bolanderi","ensemble_ssp370_2041","brt",517022,45.89,0.82
"Perideridia bolanderi","ensemble_ssp370_2041","gam",14207,3.3,0.03
"Perideridia bolanderi","ensemble_ssp370_2041","lasso",55096,7.52,0.09
